ΤΚ,Περιοχή,Ζώνη,"Συνολική κατανάλωση","Ημέρες κατανάλωσης","Μέση ημερήσια κατανάλωση","Πλήθος παροχών","Μήνας κατανάλωσης"
13675,"40 ΜΑΡΤΥΡΩΝ","Κλάση A",8,186,0.04,6,12/2022
13675,"40 ΜΑΡΤΥΡΩΝ","Κλάση Β",105,372,0.28,12,12/2022
13675,"40 ΜΑΡΤΥΡΩΝ","Κλάση Γ",36,62,0.58,2,12/2022
13675,"ΑΓ. ΑΘΑΝΑΣΙΟΣ","Κλάση Β",26,93,0.28,3,12/2022
13675,"ΑΓ. ΑΝΝΑ","Κλάση A",22,482,0.05,18,12/2022
13675,"ΑΓ. ΑΝΝΑ","Κλάση Β",394,1410,0.28,51,12/2022
13675,"ΑΓ. ΑΝΝΑ","Κλάση Γ",199,324,0.61,14,12/2022
13675,"ΑΓ. ΙΩΑΝΝΗΣ ΡΩΣΟΣ","Κλάση A",101,4149,0.02,160,12/2022
13675,"ΑΓ. ΙΩΑΝΝΗΣ ΡΩΣΟΣ","Κλάση Β","2,900",9680,0.30,357,12/2022
13675,"ΑΓ. ΙΩΑΝΝΗΣ ΡΩΣΟΣ","Κλάση Γ","3,752",5714,0.66,213,12/2022
13675,"ΑΓ. ΙΩΑΝΝΗΣ ΡΩΣΟΣ","Κλάση Δ",789,593,1.33,25,12/2022
13675,"ΑΓ. ΙΩΑΝΝΗΣ ΡΩΣΟΣ","Κλάση Ε","8,707",32,272.09,2,12/2022
13675,"ΑΓ. ΠΑΡΑΣΚΕΥΗ","Κλάση A",18,745,0.02,26,12/2022
13675,"ΑΓ. ΠΑΡΑΣΚΕΥΗ","Κλάση Β",419,1261,0.33,47,12/2022
13675,"ΑΓ. ΠΑΡΑΣΚΕΥΗ","Κλάση Γ",497,784,0.63,30,12/2022
13675,"ΑΓ. ΠΑΡΑΣΚΕΥΗ","Κλάση Δ",152,114,1.33,5,12/2022
13675,"ΑΓ. ΠΕΤΡΟΣ","Κλάση A",276,10449,0.03,386,12/2022
13675,"ΑΓ. ΠΕΤΡΟΣ","Κλάση Β","11,490",36700,0.31,1304,12/2022
13675,"ΑΓ. ΠΕΤΡΟΣ","Κλάση Γ","8,703",13398,0.65,511,12/2022
13675,"ΑΓ. ΠΕΤΡΟΣ","Κλάση Δ","1,572",1194,1.32,48,12/2022
13675,"ΑΓ. ΠΕΤΡΟΣ","Κλάση Ε",955,93,10.27,3,12/2022
13675,ΑΜΥΓΔΑΛΕΖΑ,"Κλάση A",4,89,0.04,3,12/2022
13675,ΑΥΛΙΖΑ,"Κλάση A",6,279,0.02,9,12/2022
13675,ΑΥΛΙΖΑ,"Κλάση Β",66,310,0.21,10,12/2022
13675,ΑΥΛΙΖΑ,"Κλάση Γ",100,155,0.65,5,12/2022
13675,ΑΥΛΙΖΑ,"Κλάση Δ",313,124,2.52,4,12/2022
13675,ΓΕΡΟΒΟΥΝΟ,"Κλάση A",2,78,0.03,3,12/2022
13675,ΓΕΡΟΒΟΥΝΟ,"Κλάση Β",182,558,0.33,19,12/2022
13675,ΓΕΡΟΒΟΥΝΟ,"Κλάση Γ",116,170,0.68,6,12/2022
13675,ΜΕΣΟΝΥΧΙ,"Κλάση A",48,1586,0.03,64,12/2022
13675,ΜΕΣΟΝΥΧΙ,"Κλάση Β","1,811",6230,0.29,220,12/2022
13675,ΜΕΣΟΝΥΧΙ,"Κλάση Γ","1,202",1860,0.65,70,12/2022
13675,ΜΕΣΟΝΥΧΙ,"Κλάση Δ",212,111,1.91,5,12/2022
13675,ΝΕΑΠΟΛΗ,"Κλάση A",233,9466,0.02,342,12/2022
13675,ΝΕΑΠΟΛΗ,"Κλάση Β","7,980",26283,0.30,926,12/2022
13675,ΝΕΑΠΟΛΗ,"Κλάση Γ","5,849",9274,0.63,342,12/2022
13675,ΝΕΑΠΟΛΗ,"Κλάση Δ",422,304,1.39,13,12/2022
13675,ΝΕΑΠΟΛΗ,"Κλάση Ε",352,62,5.68,2,12/2022
13675,ΠΛΑΤΩΝΑΣ,"Κλάση A",78,3032,0.03,108,12/2022
13675,ΠΛΑΤΩΝΑΣ,"Κλάση Β","2,910",9365,0.31,334,12/2022
13675,ΠΛΑΤΩΝΑΣ,"Κλάση Γ","3,013",4414,0.68,166,12/2022
13675,ΠΛΑΤΩΝΑΣ,"Κλάση Δ",567,493,1.15,20,12/2022
13676,ΘΡΑΚΟΜΑΚΕΔΟΝΕΣ,"Κλάση A",501,22323,0.02,724,12/2022
13676,ΘΡΑΚΟΜΑΚΕΔΟΝΕΣ,"Κλάση Β","16,383",55335,0.30,1786,12/2022
13676,ΘΡΑΚΟΜΑΚΕΔΟΝΕΣ,"Κλάση Γ","14,552",22181,0.66,716,12/2022
13676,ΘΡΑΚΟΜΑΚΕΔΟΝΕΣ,"Κλάση Δ","4,579",3163,1.45,104,12/2022
13676,ΘΡΑΚΟΜΑΚΕΔΟΝΕΣ,"Κλάση Ε","1,102",94,11.72,4,12/2022
13677,ΑΧΑΡΝΕΣ,"Κλάση A",0,62,0.00,2,12/2022
13677,ΑΧΑΡΝΕΣ,"Κλάση Β",26,62,0.42,2,12/2022
13677,ΑΧΑΡΝΕΣ,"Κλάση Γ",138,166,0.83,6,12/2022
13677,ΒΑΡΥΜΠΟΜΠΗ,"Κλάση A",49,3851,0.01,133,12/2022
13677,ΒΑΡΥΜΠΟΜΠΗ,"Κλάση Β","1,532",5040,0.30,193,12/2022
13677,ΒΑΡΥΜΠΟΜΠΗ,"Κλάση Γ","1,832",2799,0.65,97,12/2022
13677,ΒΑΡΥΜΠΟΜΠΗ,"Κλάση Δ",940,553,1.70,20,12/2022
13677,"ΒΑΡΥΜΠΟΜΠΗ ΑΔΑΜΕΣ","Κλάση A",3,248,0.01,8,12/2022
13677,"ΒΑΡΥΜΠΟΜΠΗ ΑΔΑΜΕΣ","Κλάση Β",103,310,0.33,10,12/2022
13677,"ΒΑΡΥΜΠΟΜΠΗ ΑΔΑΜΕΣ","Κλάση Γ",90,124,0.73,4,12/2022
13677,"ΒΑΡΥΜΠΟΜΠΗ ΑΔΑΜΕΣ","Κλάση Δ",311,155,2.01,5,12/2022
13677,"ΒΑΡΥΜΠΟΜΠΗ ΚΤΗΜΑ","Κλάση A",1,248,0.00,8,12/2022
13677,"ΒΑΡΥΜΠΟΜΠΗ ΚΤΗΜΑ","Κλάση Γ",45,62,0.73,2,12/2022
13677,"ΒΑΡΥΜΠΟΜΠΗ ΚΤΗΜΑ","Κλάση Δ",189,62,3.05,2,12/2022
13677,"ΒΑΡΥΜΠΟΜΠΗ ΣΥΝ ΦΛΟΓΑ","Κλάση A",25,2914,0.01,94,12/2022
13677,"ΒΑΡΥΜΠΟΜΠΗ ΣΥΝ ΦΛΟΓΑ","Κλάση Β",284,1023,0.28,33,12/2022
13677,"ΒΑΡΥΜΠΟΜΠΗ ΣΥΝ ΦΛΟΓΑ","Κλάση Γ",204,310,0.66,10,12/2022
13677,"ΜΕΓ. ΣΧΙΝΑ","Κλάση A",2,124,0.02,4,12/2022
13677,"ΜΕΓ. ΣΧΙΝΑ","Κλάση Β",77,261,0.30,10,12/2022
13677,"ΜΕΓ. ΣΧΙΝΑ","Κλάση Γ",171,235,0.73,8,12/2022
13677,"ΟΛΥΜΠΙΑΚΟ ΧΩΡΙΟ","Κλάση A",342,17608,0.02,568,12/2022
13677,"ΟΛΥΜΠΙΑΚΟ ΧΩΡΙΟ","Κλάση Β","14,339",45694,0.31,1474,12/2022
13677,"ΟΛΥΜΠΙΑΚΟ ΧΩΡΙΟ","Κλάση Γ","11,353",18042,0.63,582,12/2022
13677,"ΟΛΥΜΠΙΑΚΟ ΧΩΡΙΟ","Κλάση Δ",912,620,1.47,20,12/2022
13678,"ΑΓ. ΠΕΤΡΟΣ","Κλάση A",22,835,0.03,32,12/2022
13678,"ΑΓ. ΠΕΤΡΟΣ","Κλάση Β",327,1273,0.26,45,12/2022
13678,"ΑΓ. ΠΕΤΡΟΣ","Κλάση Γ",184,291,0.63,12,12/2022
13678,"ΑΓ. ΠΕΤΡΟΣ","Κλάση Δ",243,143,1.70,6,12/2022
13678,"ΑΓ. ΣΩΤΗΡΑ","Κλάση A",13,625,0.02,24,12/2022
13678,"ΑΓ. ΣΩΤΗΡΑ","Κλάση Β",319,1088,0.29,42,12/2022
13678,"ΑΓ. ΣΩΤΗΡΑ","Κλάση Γ",136,204,0.67,10,12/2022
13678,"ΑΓ. ΣΩΤΗΡΑ","Κλάση Δ",116,93,1.25,4,12/2022
13678,ΓΕΡΟΒΟΥΝΟ,"Κλάση A",3,168,0.02,6,12/2022
13678,ΓΕΡΟΒΟΥΝΟ,"Κλάση Β",5,18,0.28,2,12/2022
13678,ΚΕΡΑΜΙΔΙΩΤΗ,"Κλάση A",35,1205,0.03,46,12/2022
13678,ΚΕΡΑΜΙΔΙΩΤΗ,"Κλάση Β",890,2904,0.31,109,12/2022
13678,ΚΕΡΑΜΙΔΙΩΤΗ,"Κλάση Γ",914,1344,0.68,56,12/2022
13678,ΚΕΡΑΜΙΔΙΩΤΗ,"Κλάση Δ",640,412,1.55,17,12/2022
13678,ΚΕΡΑΜΙΔΙΩΤΗ,"Κλάση Ε","3,768",79,47.70,3,12/2022
13678,ΚΟΝΤΟΧΕΡΙ,"Κλάση A",6,63,0.10,3,12/2022
13678,ΚΟΝΤΟΧΕΡΙ,"Κλάση Β",56,170,0.33,7,12/2022
13678,ΚΟΝΤΟΧΕΡΙ,"Κλάση Γ",90,123,0.73,5,12/2022
13678,ΚΟΝΤΟΧΕΡΙ,"Κλάση Δ",105,78,1.35,3,12/2022
13678,ΛΑΘΕΑ,"Κλάση A",377,13051,0.03,489,12/2022
13678,ΛΑΘΕΑ,"Κλάση Β","11,741",38375,0.31,1388,12/2022
13678,ΛΑΘΕΑ,"Κλάση Γ","9,578",14733,0.65,570,12/2022
13678,ΛΑΘΕΑ,"Κλάση Δ","1,919",1109,1.73,48,12/2022
13678,ΛΑΘΕΑ,"Κλάση Ε",587,91,6.45,5,12/2022
13678,ΛΟΥΤΡΟ,"Κλάση A",31,1117,0.03,39,12/2022
13678,ΛΟΥΤΡΟ,"Κλάση Β",413,1393,0.30,52,12/2022
13678,ΛΟΥΤΡΟ,"Κλάση Γ",632,895,0.71,37,12/2022
13678,ΛΟΥΤΡΟ,"Κλάση Δ",589,416,1.42,16,12/2022
13678,ΛΟΥΤΡΟ,"Κλάση Ε","1,214",93,13.05,3,12/2022
13678,ΛΥΚΟΤΡΥΠΑ,"Κλάση Β",49,155,0.32,5,12/2022
13678,"ΜΕΓ. ΣΧΙΝΑ","Κλάση A",3,93,0.03,3,12/2022
13678,"ΜΕΓ. ΣΧΙΝΑ","Κλάση Γ",51,62,0.82,2,12/2022
13678,ΜΠΟΣΚΙΖΑ,"Κλάση A",3,62,0.05,2,12/2022
13678,ΜΠΟΣΚΙΖΑ,"Κλάση Β",34,134,0.25,5,12/2022
13678,"ΠΑΛ. ΜΕΝΙΔΙ","Κλάση A",30,1306,0.02,47,12/2022
13678,"ΠΑΛ. ΜΕΝΙΔΙ","Κλάση Β",646,2193,0.29,78,12/2022
13678,"ΠΑΛ. ΜΕΝΙΔΙ","Κλάση Γ",316,511,0.62,21,12/2022
13678,"ΠΑΛ. ΜΕΝΙΔΙ","Κλάση Δ",157,98,1.60,5,12/2022
13678,ΧΑΜΟΜΗΛΟ,"Κλάση A",5,129,0.04,5,12/2022
13678,ΧΑΜΟΜΗΛΟ,"Κλάση Β",47,150,0.31,6,12/2022
13678,ΧΑΜΟΜΗΛΟ,"Κλάση Γ",92,124,0.74,4,12/2022
13679,"ΑΓ. ΠΑΡΑΣΚΕΥΗ","Κλάση A",147,7355,0.02,278,12/2022
13679,"ΑΓ. ΠΑΡΑΣΚΕΥΗ","Κλάση Β","3,784",12701,0.30,468,12/2022
13679,"ΑΓ. ΠΑΡΑΣΚΕΥΗ","Κλάση Γ","3,455",5141,0.67,203,12/2022
13679,"ΑΓ. ΠΑΡΑΣΚΕΥΗ","Κλάση Δ","1,138",708,1.61,31,12/2022
13679,"ΑΓ. ΠΑΡΑΣΚΕΥΗ","Κλάση Ε",740,93,7.96,5,12/2022
13679,ΑΓΡΙΛΕΖΑ,"Κλάση Β",97,329,0.29,12,12/2022
13679,ΑΓΡΙΛΕΖΑ,"Κλάση Γ",188,291,0.65,10,12/2022
13679,ΑΜΥΓΔΑΛΕΖΑ,"Κλάση A",9,354,0.03,18,12/2022
13679,ΑΜΥΓΔΑΛΕΖΑ,"Κλάση Β",176,736,0.24,25,12/2022
13679,ΑΜΥΓΔΑΛΕΖΑ,"Κλάση Γ",173,217,0.80,7,12/2022
13679,ΑΜΥΓΔΑΛΕΖΑ,"Κλάση Δ",114,62,1.84,2,12/2022
13679,ΑΜΥΓΔΑΛΕΖΑ,"Κλάση Ε",750,29,25.86,4,12/2022
13679,ΑΧΑΡΝΕΣ,"Κλάση Γ",43,62,0.69,2,12/2022
13679,ΕΙΡΗΝΗ,"Κλάση A",4,151,0.03,5,12/2022
13679,ΕΙΡΗΝΗ,"Κλάση Β",213,616,0.35,21,12/2022
13679,ΕΙΡΗΝΗ,"Κλάση Γ",193,287,0.67,11,12/2022
13679,"ΜΕΓ. ΣΧΙΝΑ","Κλάση A",27,1091,0.02,40,12/2022
13679,"ΜΕΓ. ΣΧΙΝΑ","Κλάση Β","1,306",4215,0.31,154,12/2022
13679,"ΜΕΓ. ΣΧΙΝΑ","Κλάση Γ","1,389",2110,0.66,80,12/2022
13679,"ΜΕΓ. ΣΧΙΝΑ","Κλάση Δ",360,254,1.42,11,12/2022
13679,"ΜΕΓ. ΣΧΙΝΑ","Κλάση Ε",192,32,6.00,2,12/2022
13679,ΜΕΣΟΝΥΧΙ,"Κλάση A",1,39,0.03,2,12/2022
13679,ΜΕΣΟΝΥΧΙ,"Κλάση Β",60,201,0.30,7,12/2022
13679,ΜΕΣΟΝΥΧΙ,"Κλάση Γ",20,39,0.51,2,12/2022
13679,ΜΕΣΟΝΥΧΙ,"Κλάση Δ",134,62,2.16,2,12/2022
13679,ΜΠΟΣΚΙΖΑ,"Κλάση A",88,3474,0.03,143,12/2022
13679,ΜΠΟΣΚΙΖΑ,"Κλάση Β","3,721",12254,0.30,457,12/2022
13679,ΜΠΟΣΚΙΖΑ,"Κλάση Γ","3,479",5387,0.65,211,12/2022
13679,ΜΠΟΣΚΙΖΑ,"Κλάση Δ",546,440,1.24,19,12/2022
13679,"ΠΑΛ. ΜΕΝΙΔΙ","Κλάση A",1,41,0.02,2,12/2022
13679,"ΠΑΛ. ΜΕΝΙΔΙ","Κλάση Β",74,238,0.31,8,12/2022
13679,ΠΑΝΟΡΑΜΑ,"Κλάση A",70,2659,0.03,101,12/2022
13679,ΠΑΝΟΡΑΜΑ,"Κλάση Β","1,860",6362,0.29,247,12/2022
13679,ΠΑΝΟΡΑΜΑ,"Κλάση Γ","2,610",4011,0.65,159,12/2022
13679,ΠΑΝΟΡΑΜΑ,"Κλάση Δ",787,550,1.43,23,12/2022
14121,ΗΡΑΚΛΕΙΟ,"Κλάση A","2,635",75586,0.03,2444,12/2022
14121,ΗΡΑΚΛΕΙΟ,"Κλάση Β","58,304",210181,0.28,6782,12/2022
14121,ΗΡΑΚΛΕΙΟ,"Κλάση Γ","23,734",37923,0.63,1224,12/2022
14121,ΗΡΑΚΛΕΙΟ,"Κλάση Δ","3,516",2325,1.51,75,12/2022
14121,ΗΡΑΚΛΕΙΟ,"Κλάση Ε","1,400",217,6.45,7,12/2022
14121,"ΝΕΟ ΗΡΑΚΛΕΙΟ","Κλάση A",746,21085,0.04,682,12/2022
14121,"ΝΕΟ ΗΡΑΚΛΕΙΟ","Κλάση Β","14,046",51274,0.27,1654,12/2022
14121,"ΝΕΟ ΗΡΑΚΛΕΙΟ","Κλάση Γ","5,282",8464,0.62,274,12/2022
14121,"ΝΕΟ ΗΡΑΚΛΕΙΟ","Κλάση Δ","1,583",868,1.82,28,12/2022
14121,"ΝΕΟ ΗΡΑΚΛΕΙΟ","Κλάση Ε",546,62,8.81,2,12/2022
14121,"Π. ΗΡΑΚΛΕΙΟ","Κλάση A",24,527,0.05,17,12/2022
14121,"Π. ΗΡΑΚΛΕΙΟ","Κλάση Β",577,1984,0.29,64,12/2022
14121,"Π. ΗΡΑΚΛΕΙΟ","Κλάση Γ",184,279,0.66,9,12/2022
14122,ΑΓ.ΤΡΙΑΔΑ,"Κλάση A",8,155,0.05,5,12/2022
14122,ΑΓ.ΤΡΙΑΔΑ,"Κλάση Β",90,372,0.24,12,12/2022
14122,ΑΓ.ΤΡΙΑΔΑ,"Κλάση Γ",35,62,0.56,2,12/2022
14122,ΗΡΑΚΛΕΙΟ,"Κλάση A","3,247",91952,0.04,2972,12/2022
14122,ΗΡΑΚΛΕΙΟ,"Κλάση Β","67,651",245989,0.28,7941,12/2022
14122,ΗΡΑΚΛΕΙΟ,"Κλάση Γ","25,332",40406,0.63,1312,12/2022
14122,ΗΡΑΚΛΕΙΟ,"Κλάση Δ","5,800",3544,1.64,116,12/2022
14122,ΗΡΑΚΛΕΙΟ,"Κλάση Ε","3,994",433,9.22,14,12/2022
14122,"ΝΕΟ ΗΡΑΚΛΕΙΟ","Κλάση A",209,5952,0.04,192,12/2022
14122,"ΝΕΟ ΗΡΑΚΛΕΙΟ","Κλάση Β","3,355",12089,0.28,390,12/2022
14122,"ΝΕΟ ΗΡΑΚΛΕΙΟ","Κλάση Γ","1,341",2109,0.64,69,12/2022
14122,"ΝΕΟ ΗΡΑΚΛΕΙΟ","Κλάση Δ",772,372,2.08,12,12/2022
14122,"Π. ΗΡΑΚΛΕΙΟ","Κλάση A",180,5394,0.03,174,12/2022
14122,"Π. ΗΡΑΚΛΕΙΟ","Κλάση Β","4,570",16461,0.28,531,12/2022
14122,"Π. ΗΡΑΚΛΕΙΟ","Κλάση Γ","1,833",2945,0.62,95,12/2022
14122,"Π. ΗΡΑΚΛΕΙΟ","Κλάση Δ",99,62,1.60,2,12/2022
14123,ΛΥΚΟΒΡΥΣΗ,"Κλάση A","1,233",47229,0.03,1669,12/2022
14123,ΛΥΚΟΒΡΥΣΗ,"Κλάση Β","27,161",95261,0.29,3467,12/2022
14123,ΛΥΚΟΒΡΥΣΗ,"Κλάση Γ","11,898",18910,0.63,911,12/2022
14123,ΛΥΚΟΒΡΥΣΗ,"Κλάση Δ","2,749",1605,1.71,109,12/2022
14123,ΛΥΚΟΒΡΥΣΗ,"Κλάση Ε","2,636",156,16.90,7,12/2022
14123,"ΛΥΚΟΒΡΥΣΗ ΠΕΥΚΗ","Κλάση A",8,308,0.03,11,12/2022
14123,"ΛΥΚΟΒΡΥΣΗ ΠΕΥΚΗ","Κλάση Β",201,682,0.29,24,12/2022
14123,"ΛΥΚΟΒΡΥΣΗ ΠΕΥΚΗ","Κλάση Γ",53,95,0.56,5,12/2022
14231,"ΝΕΑ ΙΩΝΙΑ","Κλάση A","3,259",114188,0.03,3688,12/2022
14231,"ΝΕΑ ΙΩΝΙΑ","Κλάση Β","53,856",201960,0.27,6517,12/2022
14231,"ΝΕΑ ΙΩΝΙΑ","Κλάση Γ","19,135",30618,0.62,989,12/2022
14231,"ΝΕΑ ΙΩΝΙΑ","Κλάση Δ","4,331",2675,1.62,87,12/2022
14231,"ΝΕΑ ΙΩΝΙΑ","Κλάση Ε","2,383",155,15.37,5,12/2022
14231,ΠΕΡΙΣΣΟΣ,"Κλάση A",6,310,0.02,10,12/2022
14231,ΠΕΡΙΣΣΟΣ,"Κλάση Β",694,2356,0.29,76,12/2022
14231,ΠΕΡΙΣΣΟΣ,"Κλάση Γ",300,496,0.60,16,12/2022
14231,ΠΕΥΚΑΚΙΑ,"Κλάση A",39,1613,0.02,53,12/2022
14231,ΠΕΥΚΑΚΙΑ,"Κλάση Β",408,1705,0.24,55,12/2022
14231,ΠΕΥΚΑΚΙΑ,"Κλάση Γ",196,310,0.63,10,12/2022
14231,ΠΕΥΚΑΚΙΑ,"Κλάση Δ",112,93,1.20,3,12/2022
14232,"ΝΕΑ ΙΩΝΙΑ","Κλάση A",5,124,0.04,4,12/2022
14232,"ΝΕΑ ΙΩΝΙΑ","Κλάση Β",91,341,0.27,11,12/2022
14232,"ΝΕΑ ΙΩΝΙΑ","Κλάση Γ",70,124,0.56,4,12/2022
14232,ΝΕΑΠΟΛΗ,"Κλάση A",31,961,0.03,31,12/2022
14232,ΝΕΑΠΟΛΗ,"Κλάση Β",614,2077,0.30,67,12/2022
14232,ΝΕΑΠΟΛΗ,"Κλάση Γ",194,341,0.57,11,12/2022
14232,ΝΕΑΠΟΛΗ,"Κλάση Δ",63,62,1.02,2,12/2022
14232,ΠΕΡΙΣΣΟΣ,"Κλάση A","2,040",59388,0.03,1917,12/2022
14232,ΠΕΡΙΣΣΟΣ,"Κλάση Β","36,110",131796,0.27,4252,12/2022
14232,ΠΕΡΙΣΣΟΣ,"Κλάση Γ","12,286",20190,0.61,652,12/2022
14232,ΠΕΡΙΣΣΟΣ,"Κλάση Δ","1,948",1178,1.65,38,12/2022
14232,ΣΑΦΡΑΜΠΟΛΙΣ,"Κλάση A",46,1612,0.03,52,12/2022
14232,ΣΑΦΡΑΜΠΟΛΙΣ,"Κλάση Β",371,1333,0.28,43,12/2022
14232,ΣΑΦΡΑΜΠΟΛΙΣ,"Κλάση Γ",206,341,0.60,11,12/2022
14232,ΣΑΦΡΑΜΠΟΛΙΣ,"Κλάση Δ",460,247,1.86,8,12/2022
14232,ΣΑΦΡΑΜΠΟΛΙΣ,"Κλάση Ε",241,32,7.53,2,12/2022
14233,ΚΑΛΟΓΡΕΖΑ,"Κλάση A",0,62,0.00,2,12/2022
14233,ΚΑΛΟΓΡΕΖΑ,"Κλάση Β",11,62,0.18,2,12/2022
14233,"ΝΕΑ ΙΩΝΙΑ","Κλάση A",124,4433,0.03,143,12/2022
14233,"ΝΕΑ ΙΩΝΙΑ","Κλάση Β","2,024",7471,0.27,241,12/2022
14233,"ΝΕΑ ΙΩΝΙΑ","Κλάση Γ",813,1333,0.61,43,12/2022
14233,"ΝΕΑ ΙΩΝΙΑ","Κλάση Δ",85,62,1.37,2,12/2022
14233,ΝΕΑΠΟΛΗ,"Κλάση A","1,134",33748,0.03,1089,12/2022
14233,ΝΕΑΠΟΛΗ,"Κλάση Β","24,375",87152,0.28,2812,12/2022
14233,ΝΕΑΠΟΛΗ,"Κλάση Γ","8,280",13507,0.61,436,12/2022
14233,ΝΕΑΠΟΛΗ,"Κλάση Δ",802,505,1.59,17,12/2022
14233,ΠΕΡΙΣΣΟΣ,"Κλάση A",43,1240,0.03,40,12/2022
14233,ΠΕΡΙΣΣΟΣ,"Κλάση Β",853,3069,0.28,99,12/2022
14233,ΠΕΡΙΣΣΟΣ,"Κλάση Γ",265,434,0.61,14,12/2022
14233,ΣΑΦΡΑΜΠΟΛΙΣ,"Κλάση A","1,012",33573,0.03,1085,12/2022
14233,ΣΑΦΡΑΜΠΟΛΙΣ,"Κλάση Β","17,766",65565,0.27,2115,12/2022
14233,ΣΑΦΡΑΜΠΟΛΙΣ,"Κλάση Γ","5,995",9827,0.61,317,12/2022
14233,ΣΑΦΡΑΜΠΟΛΙΣ,"Κλάση Δ",515,310,1.66,10,12/2022
14233,ΣΑΦΡΑΜΠΟΛΙΣ,"Κλάση Ε",174,2,87.00,2,12/2022
14234,ΚΑΛΟΓΡΕΖΑ,"Κλάση A",990,28582,0.03,923,12/2022
14234,ΚΑΛΟΓΡΕΖΑ,"Κλάση Β","19,445",71393,0.27,2303,12/2022
14234,ΚΑΛΟΓΡΕΖΑ,"Κλάση Γ","7,320",11811,0.62,381,12/2022
14234,ΚΑΛΟΓΡΕΖΑ,"Κλάση Δ",928,589,1.58,19,12/2022
14234,"ΝΕΑ ΙΩΝΙΑ","Κλάση A",449,18671,0.02,603,12/2022
14234,"ΝΕΑ ΙΩΝΙΑ","Κλάση Β","8,468",31084,0.27,1003,12/2022
14234,"ΝΕΑ ΙΩΝΙΑ","Κλάση Γ","4,341",6603,0.66,213,12/2022
14234,"ΝΕΑ ΙΩΝΙΑ","Κλάση Δ","2,124",1395,1.52,45,12/2022
14234,"ΝΕΑ ΙΩΝΙΑ","Κλάση Ε","1,296",124,10.45,4,12/2022
14235,ΑΛΣΟΥΠΟΛΗ,"Κλάση A",746,20792,0.04,671,12/2022
14235,ΑΛΣΟΥΠΟΛΗ,"Κλάση Β","15,653",56513,0.28,1823,12/2022
14235,ΑΛΣΟΥΠΟΛΗ,"Κλάση Γ","5,583",8897,0.63,287,12/2022
14235,ΑΛΣΟΥΠΟΛΗ,"Κλάση Δ","1,630",970,1.68,32,12/2022
14235,ΚΑΛΟΓΡΕΖΑ,"Κλάση A","1,020",29419,0.03,949,12/2022
14235,ΚΑΛΟΓΡΕΖΑ,"Κλάση Β","16,964",62310,0.27,2010,12/2022
14235,ΚΑΛΟΓΡΕΖΑ,"Κλάση Γ","5,471",8835,0.62,285,12/2022
14235,ΚΑΛΟΓΡΕΖΑ,"Κλάση Δ",801,527,1.52,17,12/2022
14235,"ΝΕΑ ΙΩΝΙΑ","Κλάση A",5,62,0.08,2,12/2022
14235,"ΝΕΑ ΙΩΝΙΑ","Κλάση Β",56,155,0.36,5,12/2022
14341,"ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ","Κλάση A","1,796",59815,0.03,1946,12/2022
14341,"ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ","Κλάση Β","27,478",104592,0.26,3376,12/2022
14341,"ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ","Κλάση Γ","9,555",15289,0.62,496,12/2022
14341,"ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ","Κλάση Δ","4,733",2407,1.97,81,12/2022
14341,"ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ","Κλάση Ε","3,438",248,13.86,8,12/2022
14342,"ΑΓ. ΜΑΡΙΝΑ","Κλάση A",110,3751,0.03,122,12/2022
14342,"ΑΓ. ΜΑΡΙΝΑ","Κλάση Β","2,589",9581,0.27,310,12/2022
14342,"ΑΓ. ΜΑΡΙΝΑ","Κλάση Γ",746,1209,0.62,39,12/2022
14342,"ΑΓ. ΜΑΡΙΝΑ","Κλάση Δ",238,153,1.56,5,12/2022
14342,"ΚΟΚ. ΜΥΛΟΣ","Κλάση A",773,26724,0.03,872,12/2022
14342,"ΚΟΚ. ΜΥΛΟΣ","Κλάση Β","17,200",62866,0.27,2028,12/2022
14342,"ΚΟΚ. ΜΥΛΟΣ","Κλάση Γ","5,635",9175,0.61,296,12/2022
14342,"ΚΟΚ. ΜΥΛΟΣ","Κλάση Δ","1,274",713,1.79,23,12/2022
14342,"ΚΟΚ. ΜΥΛΟΣ","Κλάση Ε",668,62,10.77,2,12/2022
14342,"ΝΕΑ ΜΑΔΥΤΟΣ","Κλάση A",987,29736,0.03,966,12/2022
14342,"ΝΕΑ ΜΑΔΥΤΟΣ","Κλάση Β","17,293",64562,0.27,2085,12/2022
14342,"ΝΕΑ ΜΑΔΥΤΟΣ","Κλάση Γ","6,082",9977,0.61,323,12/2022
14342,"ΝΕΑ ΜΑΔΥΤΟΣ","Κλάση Δ","1,016",500,2.03,17,12/2022
14342,"ΝΕΑ ΜΑΔΥΤΟΣ","Κλάση Ε","2,164",155,13.96,5,12/2022
14342,"ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ","Κλάση A",609,18151,0.03,591,12/2022
14342,"ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ","Κλάση Β","10,161",38474,0.26,1244,12/2022
14342,"ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ","Κλάση Γ","3,392",5579,0.61,184,12/2022
